;Fastkraft;Varmepumpe 1 EL tilført;Varmepumpe 1 avgitt energi;Varmepumpe 2 EL tilført;Varmepumpe 2 avgitt energi;Varmevannsbereder EL;Elektrokjel spisslast;EL vifter;Varme ventilasjon;EL vifter;Varme ventilasjon;EL vifter;Varme ventilasjon;EL vifter;Varme ventilasjon;EL vifter;Varme ventilasjon;Varme radiator;Varme gulv;Radon;Radon;Radon;Areal;Temperatur
dateUnit;G02_0038_M1E;G02_0038_SM_M16E;G02_0038_SM_M27V;G02_0038_SM_M17E;G02_0038_SM_M28V;G02_0038_SM_M18E;G02_0038_SM_M19E;G02_0038_SM_M1E;G02_0038_SM_M22V;G02_0038_SM_M2E;G02_0038_SM_M23V;G02_0038_SM_M3E;G02_0038_SM_M24V;G02_0038_SM_M4E;G02_0038_SM_M25V;G02_0038_SM_M5E;G02_0038_SM_M26V;G02_0038_SM_M29V;G02_0038_SM_M30V;G02_0038_M_M1RD;G02_0038_M_M1RD;G02_0038_M_M1RD;Hovedbygg;MET_44640_TA
01.01.2021 00:00;31;1;0;14;38;5;0;0;0;0;0;0;0;0;0;0;0;30;5;971;1018,2;676;5678;2,6
01.01.2021 01:00;31;1;0;14;37;5;0;0;0;0;0;0;0;0;0;0;0;20;12;897,7;1043,6;789,2;5678;2,7
01.01.2021 02:00;33;2;4;14;37;5;0;0;0;0;0;0;0;0;0;0;0;30;13;739,7;781,3;893,2;5678;2,7
01.01.2021 03:00;31;1;0;14;37;4;0;0;0;0;0;0;0;0;0;0;0;30;5;731,5;521,2;933,3;5678;2,9
01.01.2021 04:00;28;2;2;9;30;5;0;0;0;0;0;0;0;0;0;0;0;30;2;900,3;701,1;858,2;5678;2,6
01.01.2021 05:00;32;1;0;14;32;5;0;0;0;0;0;0;0;0;0;0;0;30;1;903,5;849,2;807,8;5678;2,6
01.01.2021 06:00;27;1;0;10;26;5;0;0;0;0;0;0;0;0;0;0;0;30;1;925,5;841;841,2;5678;2,6
01.01.2021 07:00;28;1;0;11;29;4;0;0;0;0;0;0;0;0;0;0;0;20;1;1004,6;833,8;860,3;5678;2,9
01.01.2021 08:00;28;1;0;11;29;5;0;0;0;0;0;0;0;0;0;0;0;30;1;951,6;910;1057,3;5678;2,8
01.01.2021 09:00;27;1;0;10;28;4;0;0;0;0;0;0;0;0;0;0;0;30;2;1070,2;874,7;1079,2;5678;2,8
01.01.2021 10:00;29;2;4;10;27;6;0;0;0;0;0;0;0;0;0;0;0;30;1;1063,6;881,3;929,9;5678;2,7
01.01.2021 11:00;30;4;6;11;29;5;0;0;0;0;0;0;0;0;0;0;0;30;1;946,3;783;922;5678;2,7
01.01.2021 12:00;25;1;3;10;26;5;0;0;0;0;0;0;0;0;0;0;0;30;1;834,7;820,1;986,7;5678;2,9
01.01.2021 13:00;23;1;0;9;23;4;0;0;0;0;0;0;0;0;0;0;0;20;0;845,8;815,6;851;5678;3,2
01.01.2021 14:00;29;1;0;14;38;5;0;0;0;0;0;0;0;0;0;0;0;30;8;899,2;762,7;854,5;5678;3,1
01.01.2021 15:00;32;3;8;14;37;5;0;0;0;0;0;0;0;0;0;0;0;30;12;841,9;621,8;857,3;5678;2,5
01.01.2021 16:00;32;4;8;11;27;5;0;0;0;0;0;0;0;0;0;0;0;30;0;734,8;673,8;981,3;5678;1,4
01.01.2021 17:00;30;4;9;11;26;4;0;0;0;0;0;0;0;0;0;0;0;30;1;904,4;789,1;994,4;5678;1,2
01.01.2021 18:00;32;2;4;13;35;5;0;0;0;0;0;0;0;0;0;0;0;30;1;978,2;773,3;1026,6;5678;1,4
01.01.2021 19:00;30;1;0;12;27;5;0;0;0;0;0;0;0;0;0;0;0;30;2;1038,4;765,6;923,6;5678;0,9
01.01.2021 20:00;37;7;15;12;32;5;0;0;0;0;0;0;0;0;0;0;0;40;5;1103,7;714,7;964,5;5678;0,2
01.01.2021 21:00;37;6;17;15;36;5;0;0;0;0;0;0;0;0;0;0;0;30;16;964,2;788,6;1024,7;5678;-0,2
01.01.2021 22:00;31;4;6;11;26;4;0;0;0;0;0;0;0;0;0;0;0;30;8;897,7;856,2;1087,5;5678;-0,1
01.01.2021 23:00;32;2;5;13;31;6;0;0;0;0;0;0;0;0;0;0;0;30;6;993,9;809,5;859,4;5678;-0,1
02.01.2021 00:00;38;8;21;15;36;4;0;0;0;0;0;0;0;0;0;0;0;40;5;932,1;730,8;921;5678;-0,1
02.01.2021 01:00;27;1;0;9;21;5;0;0;0;0;0;0;0;0;0;0;0;30;1;754,4;668,4;863,9;5678;-0,1
02.01.2021 02:00;36;4;9;15;36;5;0;0;0;0;0;0;0;0;0;0;0;30;1;755,2;677,3;766,5;5678;0
02.01.2021 03:00;31;4;8;11;26;4;0;0;0;0;0;0;0;0;0;0;0;40;1;784,6;682,2;794,6;5678;0,2
02.01.2021 04:00;42;10;24;15;36;5;0;0;0;0;0;0;0;0;0;0;0;30;17;759,3;720,8;868,6;5678;0,3
02.01.2021 05:00;32;1;2;14;34;5;0;0;0;0;0;0;0;0;0;0;0;40;3;763,6;775,2;890,4;5678;0,3
02.01.2021 06:00;28;1;0;12;30;4;0;0;0;0;0;0;0;0;0;0;0;30;1;858,7;765,8;1022,1;5678;0,6
02.01.2021 07:00;32;5;11;10;25;5;0;0;0;0;0;0;0;0;0;0;0;30;1;835,6;732,4;963,2;5678;0,2
02.01.2021 08:00;35;3;6;15;36;5;0;0;0;0;0;0;0;0;0;0;0;40;1;822,1;679,2;1038,9;5678;0,6
02.01.2021 09:00;31;1;0;13;33;5;0;0;0;0;0;0;0;0;0;0;0;30;1;763,4;731,6;1106,3;5678;0,7
02.01.2021 10:00;35;6;12;15;30;4;0;0;0;0;0;0;0;0;0;0;0;40;10;673,1;724,1;1123,6;5678;0,7
02.01.2021 11:00;34;5;14;14;30;6;0;0;0;0;0;0;0;0;0;0;0;30;5;715,3;833,2;966,5;5678;0,4
02.01.2021 12:00;24;1;0;9;26;5;0;0;0;0;0;0;0;0;0;0;0;30;1;1013,7;865,7;998,8;5678;1,5
02.01.2021 13:00;26;1;0;11;26;5;0;0;0;0;0;0;0;0;0;0;0;30;1;950,6;804,2;942;5678;1,9
02.01.2021 14:00;31;2;4;14;37;4;0;0;0;0;0;0;0;0;0;0;0;40;1;766,6;710,8;882,8;5678;2,2
02.01.2021 15:00;32;5;4;12;30;5;0;0;0;0;0;0;0;0;0;0;0;30;7;791,1;527,5;862,7;5678;1,6
02.01.2021 16:00;39;8;19;14;36;5;0;0;0;0;0;0;0;0;0;0;0;30;19;866;561,3;968,6;5678;1,2
02.01.2021 17:00;33;1;9;15;37;5;0;0;0;0;0;0;0;0;0;0;0;30;11;817,6;755,4;1071,4;5678;1,5
02.01.2021 18:00;39;7;17;15;36;5;0;0;0;0;0;0;0;0;0;0;0;40;6;726,5;803,4;1087,5;5678;1,2
02.01.2021 19:00;31;1;0;15;37;4;0;0;0;0;0;0;0;0;0;0;0;30;5;642,1;819,1;902,7;5678;1,2
02.01.2021 20:00;31;3;0;11;29;5;0;0;0;0;0;0;0;0;0;0;0;40;3;723,5;768,4;952,4;5678;1,5
02.01.2021 21:00;32;3;11;13;36;5;0;0;0;0;0;0;0;0;0;0;0;30;1;802,8;742,1;880,5;5678;1,3
02.01.2021 22:00;29;1;0;11;22;5;0;0;0;0;0;0;0;0;0;0;0;30;1;693,8;688,9;817,8;5678;1,1
02.01.2021 23:00;32;3;7;13;34;4;0;0;0;0;0;0;0;0;0;0;0;30;1;635,2;714,5;712,2;5678;1,1
03.01.2021 00:00;33;7;11;9;23;5;0;0;0;0;0;0;0;0;0;0;0;38;1;797;678,7;683,5;5678;1,5
03.01.2021 01:00;30;1;7;13;33;5;0;0;0;0;0;0;0;0;0;0;0;32;1;786,2;599;866,5;5678;0,9
03.01.2021 02:00;41;10;25;14;32;5;0;0;0;0;0;0;0;0;0;0;0;37;18;737,5;603,9;930,6;5678;0,8
03.01.2021 03:00;39;7;13;14;36;5;0;0;0;0;0;0;0;0;0;0;0;25;17;765;629,2;968,7;5678;1,5
03.01.2021 04:00;30;1;7;13;31;4;0;0;0;0;0;0;0;0;0;0;0;28;2;854,8;641,6;1104,9;5678;1,4
03.01.2021 05:00;32;1;0;14;37;6;0;0;0;0;0;0;0;0;0;0;0;40;2;914,1;710,1;1090,7;5678;1,6
03.01.2021 06:00;34;4;7;15;37;4;0;0;0;0;0;0;0;0;0;0;0;30;2;872,8;597,5;1130;5678;1,2
03.01.2021 07:00;34;3;9;14;35;5;0;0;0;0;0;0;0;0;0;0;0;50;2;933,6;506,6;1220,5;5678;1,4
03.01.2021 08:00;35;3;5;15;36;5;0;0;0;0;0;0;0;0;0;0;0;30;1;912,5;598,4;1201,3;5678;1,4
03.01.2021 09:00;30;2;0;12;31;4;0;0;0;0;0;0;0;0;0;0;0;40;1;764,4;716,1;1121,5;5678;1,2
03.01.2021 10:00;31;3;6;12;31;6;0;0;0;0;0;0;0;0;0;0;0;30;1;780,6;793;1042,5;5678;1,6
03.01.2021 11:00;24;1;5;10;24;4;0;0;0;0;0;0;0;0;0;0;0;30;1;877,6;844,2;889,1;5678;1,7
03.01.2021 12:00;36;7;14;14;37;6;0;0;0;0;0;0;0;0;0;0;0;30;17;712,8;984,6;885;5678;2
03.01.2021 13:00;28;3;8;13;35;4;0;0;0;0;0;0;0;0;0;0;0;30;12;591,9;861,4;853,7;5678;2,8
03.01.2021 14:00;29;1;0;13;31;6;0;0;0;0;0;0;0;0;0;0;0;30;1;587,5;777,2;831,2;5678;2,4
03.01.2021 15:00;28;2;3;13;34;4;0;0;0;0;0;0;0;0;0;0;0;30;1;766,1;686,3;874;5678;2
03.01.2021 16:00;33;4;9;11;27;5;0;0;0;0;0;0;0;0;0;0;0;30;1;1056,1;520,8;963,8;5678;1,7
03.01.2021 17:00;38;7;17;13;30;5;0;0;0;0;0;0;0;0;0;0;0;40;4;1056,9;558,2;1149,1;5678;0,7
03.01.2021 18:00;33;1;0;15;37;5;0;0;0;0;0;0;0;0;0;0;0;30;6;1117,2;679,5;1193,5;5678;0,7
03.01.2021 19:00;34;5;10;12;28;5;0;0;0;0;0;0;0;0;0;0;0;40;6;958,7;659,9;1052,2;5678;0,4
03.01.2021 20:00;35;5;13;15;37;4;0;0;0;0;0;0;0;0;0;0;0;40;5;839,3;629,8;863,2;5678;0
03.01.2021 21:00;34;4;9;12;30;6;0;0;0;0;0;0;0;0;0;0;0;30;4;835,8;840,4;917,5;5678;-0,3
03.01.2021 22:00;34;5;14;12;28;5;0;0;0;0;0;0;0;0;0;0;0;40;1;743,2;792,6;905,2;5678;-0,2
03.01.2021 23:00;32;5;8;11;27;4;0;0;0;0;0;0;0;0;0;0;0;30;1;800,1;786,6;998,6;5678;-0,7
04.01.2021 00:00;34;4;10;12;29;6;0;0;0;0;0;0;0;0;0;0;0;40;2;931,9;731;950,5;5678;-0,9
04.01.2021 01:00;40;8;21;15;36;5;0;0;0;0;0;0;0;0;0;0;0;30;20;909,1;790,8;876,5;5678;-1
04.01.2021 02:00;38;8;20;15;36;4;0;0;0;0;0;0;0;0;0;0;0;40;9;744,6;913,2;976,1;5678;-0,7
04.01.2021 03:00;36;4;8;15;34;5;0;0;0;0;0;0;0;0;0;0;0;40;1;756,3;839,2;1037,3;5678;-1,1
04.01.2021 04:00;36;4;9;14;34;5;0;0;0;0;0;0;0;0;0;0;0;40;1;771,3;742,9;1008,1;5678;-1,3
04.01.2021 05:00;31;3;4;11;26;5;0;0;0;0;0;0;0;0;0;0;0;30;1;806,2;678,6;1035,5;5678;-1,5
04.01.2021 06:00;139;12;39;12;36;5;51;3;0;3;4;5;3;16;18;14;16;80;11;808,3;720,8;1166,2;5678;-1,7
04.01.2021 07:00;145;12;38;12;31;5;54;3;0;3;5;6;4;16;21;15;22;50;21;689,5;639,4;1044,7;5678;-2
04.01.2021 08:00;139;12;39;12;37;5;62;2;0;2;3;4;4;11;14;10;23;70;21;476,5;422,8;676,2;5678;-2,9
04.01.2021 09:00;108;12;38;12;36;5;38;2;0;2;2;3;2;9;10;9;22;60;19;238,5;206,8;417,9;5678;-3
04.01.2021 10:00;118;12;38;12;37;5;46;2;0;2;2;3;2;10;10;9;21;60;20;100,7;127;190,9;5678;-2,4
04.01.2021 11:00;101;12;36;12;35;5;29;2;0;2;2;3;1;10;9;9;20;50;19;45,2;148,9;82,8;5678;-1,9
04.01.2021 12:00;110;12;37;12;36;5;37;2;0;2;2;3;1;10;8;9;18;50;19;44,4;104;37,8;5678;-0,8
04.01.2021 13:00;113;12;39;12;36;5;37;2;0;2;1;3;1;10;9;10;18;60;19;82,8;41,2;3,2;5678;0,4
04.01.2021 14:00;115;12;33;12;36;5;38;2;0;2;2;3;1;10;8;10;18;70;16;15,6;49,8;0,7;5678;0
04.01.2021 15:00;104;12;38;12;36;4;33;2;0;2;2;3;0;10;9;9;18;50;16;6;96,2;36,8;5678;-0,2
04.01.2021 16:00;47;7;24;15;35;6;4;0;0;0;0;0;1;0;0;0;1;40;5;26,6;134,8;48,7;5678;-0,8
04.01.2021 17:00;34;1;0;15;36;5;0;0;0;0;0;0;0;0;0;0;0;30;1;2,8;120,5;48,4;5678;-1,1
04.01.2021 18:00;33;2;3;15;32;4;0;0;0;0;0;0;0;0;0;0;0;40;1;127,7;94,7;74,1;5678;-2
04.01.2021 19:00;36;3;5;16;36;5;0;0;0;0;0;0;0;0;0;0;0;30;1;219,5;73,6;108,9;5678;-1,8
04.01.2021 20:00;34;3;0;13;29;5;0;0;0;0;0;0;0;0;0;0;0;30;1;174,3;119,9;108;5678;-1,8
04.01.2021 21:00;35;3;13;16;35;4;0;0;0;0;0;0;0;0;0;0;0;40;1;123;196,2;146,2;5678;-1,7
04.01.2021 22:00;36;4;8;13;31;6;0;0;0;0;0;0;0;0;0;0;0;40;1;177,7;261,8;275,5;5678;-2
04.01.2021 23:00;32;1;0;14;36;5;0;0;0;0;0;0;0;0;0;0;0;30;1;281,3;290,4;273,1;5678;-1,8
05.01.2021 00:00;39;8;12;14;29;4;0;0;0;0;0;0;0;0;0;0;0;50;1;370,2;266,3;201,3;5678;-2
05.01.2021 01:00;32;1;6;14;35;5;0;0;0;0;0;0;0;0;0;0;0;30;1;357,2;360,6;313,7;5678;-2,6
05.01.2021 02:00;34;6;11;11;22;4;0;0;0;0;0;0;0;0;0;0;1;40;1;408,5;469,2;471,3;5678;-1,9
05.01.2021 03:00;38;6;16;15;36;5;0;0;0;0;0;0;0;0;0;0;0;40;0;536,8;428,9;490,2;5678;-2,1
05.01.2021 04:00;35;3;6;15;36;5;0;0;0;0;0;0;0;0;0;0;0;40;1;602,7;439,6;705;5678;-1,5
05.01.2021 05:00;34;3;2;15;36;4;0;0;0;0;0;0;0;0;0;0;0;40;1;731,9;450,4;755,5;5678;-2
05.01.2021 06:00;124;11;32;13;37;6;39;3;0;3;2;6;3;16;19;15;16;60;14;722,9;408,4;675,4;5678;-1,5
05.01.2021 07:00;138;12;38;12;37;5;46;3;0;3;5;6;4;17;19;15;22;50;19;496,4;350,1;622,4;5678;-1,6
05.01.2021 08:00;152;12;39;12;37;5;63;2;0;2;2;4;2;12;12;11;21;80;19;331,9;250,1;409,3;5678;-1,9
05.01.2021 09:00;156;12;38;12;37;5;62;2;0;3;2;3;2;14;13;11;19;80;18;244,4;161,5;223,3;5678;-2
05.01.2021 10:00;159;12;38;12;36;6;62;2;0;2;2;4;2;15;11;11;17;80;18;173,1;78,3;94,3;5678;-1
05.01.2021 11:00;143;12;38;12;36;6;46;3;0;2;1;4;2;15;8;11;15;70;18;51;46,3;11,3;5678;-1,1
05.01.2021 12:00;136;12;37;12;36;6;41;2;0;3;1;3;1;14;8;11;16;70;17;18,9;14;27,8;5678;-0,1
05.01.2021 13:00;138;12;38;12;36;6;42;2;0;3;0;3;0;15;8;11;16;70;16;50,7;0;1,4;5678;0,9
05.01.2021 14:00;122;10;28;10;27;5;33;2;0;2;1;4;1;13;7;11;15;50;11;134,7;0;0;5678;0,7
05.01.2021 15:00;107;14;46;14;44;6;33;2;0;2;0;4;2;11;7;9;14;80;11;107,5;35,7;0;5678;0,6
05.01.2021 16:00;55;9;24;14;35;6;4;0;0;0;1;0;0;0;0;0;2;40;3;59,6;139,8;0,3;5678;-0,4
05.01.2021 17:00;32;1;3;12;27;5;0;0;0;0;0;0;0;0;0;0;0;30;1;21,3;116;46,6;5678;-0,1
05.01.2021 18:00;33;1;0;15;36;5;0;0;0;0;0;0;0;0;0;0;0;30;1;66,5;136,2;145,7;5678;-1
05.01.2021 19:00;30;1;0;12;27;5;0;0;0;0;0;0;0;0;0;0;1;20;1;55,7;222,5;306,3;5678;-1,1
05.01.2021 20:00;33;3;6;13;31;5;0;0;0;0;0;0;0;0;1;0;0;23;1;31,7;223;362,9;5678;-1
05.01.2021 21:00;32;1;0;15;29;5;0;0;0;0;0;0;0;0;0;0;0;32;1;59,8;261;299,2;5678;-1,3
05.01.2021 22:00;36;3;6;16;31;5;0;0;0;0;0;0;0;0;0;0;0;35;1;90,5;271,2;379,6;5678;-1,7
05.01.2021 23:00;32;2;3;14;31;5;0;0;0;0;0;0;0;0;0;0;0;40;2;253,2;289,8;461,4;5678;-1,1
06.01.2021 00:00;33;1;0;16;36;5;0;0;0;0;0;0;0;0;0;0;0;30;1;340,8;292,9;520,9;5678;-1,7
06.01.2021 01:00;34;4;6;15;36;4;0;0;0;0;0;0;0;0;0;0;0;30;1;282,1;323,5;539,9;5678;-1,3
06.01.2021 02:00;33;1;1;15;33;6;0;0;0;0;0;0;0;0;0;0;0;40;1;395,1;307;515,4;5678;-2,2
06.01.2021 03:00;35;3;5;15;36;4;0;0;0;0;0;0;0;0;0;0;0;30;1;371,8;393,7;464,4;5678;-1,8
06.01.2021 04:00;32;1;2;16;36;5;0;0;0;0;0;0;0;0;0;0;0;40;1;470;583,6;478;5678;-2,8
06.01.2021 05:00;33;4;8;12;29;5;0;0;0;0;0;0;0;0;0;0;0;40;1;575;546,2;503,1;5678;-2,1
06.01.2021 06:00;128;11;33;13;36;5;44;3;0;3;4;5;4;16;20;15;21;60;12;531,3;536,2;793,1;5678;-2,5
06.01.2021 07:00;156;12;38;12;37;5;65;3;0;3;4;6;5;16;21;15;24;60;20;499,8;426,2;774,4;5678;-2,9
06.01.2021 08:00;164;12;38;12;37;5;76;2;0;2;2;4;4;13;15;10;23;80;20;329,7;297,4;537,8;5678;-2,9
06.01.2021 09:00;156;12;34;12;36;5;64;2;0;3;2;4;2;14;12;10;21;70;21;174,6;169,9;232,3;5678;-2,9
06.01.2021 10:00;162;12;36;12;37;6;67;2;0;2;2;4;3;15;11;11;18;80;20;47,2;106,3;25,2;5678;-2,8
06.01.2021 11:00;140;12;34;12;36;6;48;2;0;2;1;3;2;14;9;11;17;70;19;0;92,3;24;5678;-1,8
06.01.2021 12:00;144;12;36;12;35;7;48;2;0;2;2;3;1;14;9;12;16;70;18;2,9;68,3;0,9;5678;-1,3
06.01.2021 13:00;133;12;37;12;36;6;42;2;0;2;1;3;1;14;7;12;14;80;16;41,8;41,3;12,3;5678;-0,5
06.01.2021 14:00;124;12;37;12;36;5;38;3;0;2;1;4;2;13;7;10;17;60;15;37,9;41,9;24,7;5678;-0,8
06.01.2021 15:00;124;12;37;12;36;6;44;2;0;2;1;4;2;11;7;10;16;70;15;47,4;60,5;44;5678;-0,6
06.01.2021 16:00;49;8;26;15;34;5;3;0;0;0;0;0;0;0;0;0;4;40;1;42,1;70;13,6;5678;-1,5
06.01.2021 17:00;41;3;6;14;35;5;0;0;0;0;0;0;0;0;0;0;0;40;1;49,6;60;19,6;5678;-2,1
06.01.2021 18:00;32;4;6;12;23;5;0;0;0;0;0;0;0;0;0;0;1;20;1;51,7;38,2;73,9;5678;-2
06.01.2021 19:00;33;1;0;16;34;5;0;0;0;0;0;0;0;0;0;0;0;30;1;94,7;169,5;184,4;5678;-3
06.01.2021 20:00;29;2;3;11;23;5;0;0;0;0;0;0;0;0;0;0;0;30;2;106,7;243,1;256,8;5678;-2,4
06.01.2021 21:00;37;6;11;14;33;5;0;0;0;0;0;0;0;0;0;0;0;40;1;105,7;133,6;339;5678;-2,6
06.01.2021 22:00;37;5;8;14;33;5;0;0;0;0;0;0;0;0;0;0;0;40;1;189,4;151,5;331,6;5678;-3,1
06.01.2021 23:00;35;4;6;15;33;5;0;0;0;0;0;0;0;0;1;0;0;30;1;336,3;245,1;368,6;5678;-2,9
07.01.2021 00:00;35;4;5;15;34;5;0;0;0;0;0;0;0;0;0;0;0;40;1;345,9;279,8;419,3;5678;-3,6
07.01.2021 01:00;34;4;13;13;29;5;0;0;0;0;0;0;0;0;0;0;0;40;1;360,6;353;484,9;5678;-3,4
07.01.2021 02:00;32;2;3;14;31;4;0;0;0;0;0;0;0;0;0;0;1;30;2;498,7;471,9;525,6;5678;-3,3
07.01.2021 03:00;37;6;9;14;32;6;0;0;0;0;0;0;1;0;0;0;0;40;1;600,9;551,8;548,1;5678;-3,6
07.01.2021 04:00;37;7;14;13;30;5;0;0;0;0;0;0;0;0;0;0;0;40;1;535,6;595,8;573,1;5678;-3,9
07.01.2021 05:00;36;5;14;15;36;4;0;0;0;0;0;0;0;0;0;0;0;40;2;380,3;449,8;566,4;5678;-3,9
07.01.2021 06:00;127;11;30;13;37;6;42;3;0;3;4;5;5;16;23;15;20;60;14;367,3;361,2;568,5;5678;-3,2
07.01.2021 07:00;153;12;37;12;27;5;63;3;0;3;6;6;7;16;22;15;24;50;20;423,9;439,7;507,7;5678;-3,3
07.01.2021 08:00;179;12;38;12;37;5;88;2;0;2;3;4;3;13;17;11;27;90;20;344;357,1;285,4;5678;-3,5
07.01.2021 09:00;185;12;38;12;38;6;87;2;0;3;4;4;3;14;14;12;20;90;21;263,6;237;123,4;5678;-3,5
07.01.2021 10:00;183;12;37;12;36;5;84;2;0;3;2;4;5;14;12;12;21;90;21;153,6;132,2;86,5;5678;-3,3
07.01.2021 11:00;163;12;37;12;36;7;65;2;0;3;2;4;3;14;12;12;19;80;20;55,5;50,8;45,9;5678;-2,7
07.01.2021 12:00;156;12;37;12;36;6;63;2;0;3;2;4;2;13;11;13;15;90;19;46,8;0,4;18,3;5678;-2,3
07.01.2021 13:00;153;12;36;12;36;6;63;3;0;3;2;3;3;12;10;12;16;80;18;22;21,7;49,7;5678;-1,9
07.01.2021 14:00;134;12;37;12;35;6;51;2;0;3;1;3;2;10;9;11;19;70;17;0;55,2;58,4;5678;-2,1
07.01.2021 15:00;126;12;36;12;36;6;47;2;0;2;1;4;2;10;9;11;19;70;14;16,1;53,3;44,7;5678;-3,1
07.01.2021 16:00;58;10;27;15;34;5;9;0;0;0;0;0;0;0;0;0;2;40;5;21;112,8;11,9;5678;-2,6
07.01.2021 17:00;40;3;5;15;34;5;0;0;0;0;0;0;1;0;0;0;0;30;1;38,2;73,9;68,8;5678;-3
07.01.2021 18:00;31;3;5;11;28;5;0;0;0;0;0;0;0;0;0;0;0;30;1;27,4;131,2;115,8;5678;-3
07.01.2021 19:00;34;4;7;14;31;5;0;0;0;0;0;0;0;0;0;0;0;40;2;87,4;71,3;223,8;5678;-2,7
07.01.2021 20:00;34;5;9;12;23;5;0;0;0;0;0;0;0;0;0;0;0;30;1;227,6;14,3;300;5678;-2,8
07.01.2021 21:00;33;3;6;15;33;5;0;0;0;0;0;0;0;0;0;0;0;30;1;239,9;88,7;326,3;5678;-2,9
07.01.2021 22:00;33;4;5;13;29;5;0;0;0;0;0;0;0;0;0;0;1;40;1;182,5;140,4;332,3;5678;-3,6
07.01.2021 23:00;35;4;10;14;33;5;0;0;0;0;0;0;0;0;0;0;0;40;1;178,4;183,2;351;5678;-2,8
08.01.2021 00:00;34;6;11;13;31;4;0;0;0;0;0;0;0;0;1;0;0;40;1;260,7;284,3;297,8;5678;-3
08.01.2021 01:00;33;5;12;11;25;6;0;0;0;0;0;0;0;0;0;0;0;30;2;296,7;278;325,6;5678;-2,8
08.01.2021 02:00;32;4;8;12;27;5;0;0;0;0;0;0;0;0;0;0;0;30;1;252,9;339,6;350,7;5678;-2,9
08.01.2021 03:00;33;5;10;13;30;4;0;0;0;0;0;0;0;0;0;0;0;40;1;298,3;403,4;347,9;5678;-2,7
08.01.2021 04:00;37;5;14;15;35;6;0;0;0;0;0;0;0;0;0;0;0;40;1;483,5;331,4;331,7;5678;-3,4
08.01.2021 05:00;29;2;2;12;28;4;0;0;0;0;0;0;0;0;0;0;0;30;1;494,1;406,8;505,7;5678;-3,1
08.01.2021 06:00;131;13;30;13;37;6;42;3;0;3;5;5;4;16;20;15;16;70;12;479,9;508,2;640,2;5678;-2,7
08.01.2021 07:00;152;12;37;12;37;5;62;3;0;3;5;6;6;17;22;15;23;60;20;343,4;506,6;600,6;5678;-2,7
08.01.2021 08:00;172;12;38;12;36;5;83;2;0;3;2;4;3;13;14;11;24;90;19;176,5;350,6;360,4;5678;-2,9
08.01.2021 09:00;173;12;37;12;36;6;76;2;0;3;3;4;3;13;11;11;22;80;21;65,3;219,9;195,5;5678;-3,2
08.01.2021 10:00;171;12;36;12;36;6;73;2;0;3;1;4;4;14;12;12;19;90;20;51;146,1;94,4;5678;-2,8
08.01.2021 11:00;161;12;37;12;36;6;66;2;0;3;1;4;2;15;10;13;15;77;20;46,9;52,4;32,6;5678;-2,3
08.01.2021 12:00;142;12;37;12;36;6;48;2;0;3;1;4;2;14;9;12;15;68;17;18,8;48,8;1,5;5678;-1,6
08.01.2021 13:00;145;12;36;12;36;6;50;2;0;3;1;4;2;14;8;12;14;68;18;51,8;59,5;0;5678;-0,5
08.01.2021 14:00;136;12;37;12;36;6;50;2;0;3;1;4;2;13;8;12;14;77;16;65,1;49,6;0;5678;-0,8
08.01.2021 15:00;111;13;36;13;35;6;32;2;0;3;1;4;2;11;8;10;15;70;7;54,7;39;17,1;5678;-0,9
08.01.2021 16:00;56;12;32;15;35;6;5;0;0;0;0;0;0;0;0;0;3;50;3;65,1;113,8;50,2;5678;-2,2
08.01.2021 17:00;43;4;7;15;34;5;0;0;0;0;0;0;0;0;0;0;0;30;2;56,9;122,9;55,3;5678;-1,9
08.01.2021 18:00;27;1;3;10;21;5;0;0;0;0;0;0;0;0;0;0;0;30;1;134,4;95;134,7;5678;-2
08.01.2021 19:00;34;5;9;13;29;5;0;0;0;0;0;0;0;0;0;0;0;30;1;197,6;150,9;229;5678;-2,7
08.01.2021 20:00;32;3;2;12;28;5;0;0;0;0;0;0;0;0;0;0;0;30;1;167,6;255,2;280,3;5678;-3,1
08.01.2021 21:00;33;4;13;13;30;5;0;0;0;0;0;0;0;0;0;0;0;40;2;146,2;340,5;207,7;5678;-3,3
08.01.2021 22:00;33;4;1;13;28;5;0;0;0;0;0;0;0;0;0;0;1;20;1;155,5;355,6;237,5;5678;-3
08.01.2021 23:00;32;2;9;15;33;4;0;0;0;0;0;0;0;0;1;0;0;40;1;173,6;462,6;338,3;5678;-3,4
09.01.2021 00:00;35;3;4;16;36;5;0;0;0;0;0;0;0;0;0;0;0;40;1;315,8;499,1;375,4;5678;-3,6
09.01.2021 01:00;33;3;4;14;30;5;0;0;0;0;0;0;1;0;0;0;0;30;1;483,1;532,9;383,4;5678;-3,2
09.01.2021 02:00;36;4;6;16;35;5;0;0;0;0;0;0;0;0;0;0;0;40;1;425,6;568,1;427;5678;-3,2
09.01.2021 03:00;33;4;10;15;33;4;0;0;0;0;0;0;0;0;0;0;0;40;2;432,8;651;568,7;5678;-3
09.01.2021 04:00;33;4;8;12;28;5;0;0;0;0;0;0;0;0;0;0;0;30;1;464,9;625,6;614,9;5678;-2,6
09.01.2021 05:00;32;3;4;13;32;5;0;0;0;0;0;0;0;0;0;0;1;40;1;450,8;533;670,8;5678;-1,9
